"","cowcode","year","expend_security_p","expenddefence_p","exp_public_order_p","wagessalaries_p","subpentrans_p","pensions_p","total_welfare_p","education_p","health_p","social_protection_p","housing_p","owelfarespend_p"
"1",31,1978,NA,NA,NA,0.961904761904762,NA,0.0380952380952381,NA,NA,NA,NA,NA,NA
"2",31,1979,NA,NA,NA,0.961089494163424,NA,0.0389105058365759,NA,NA,NA,NA,NA,NA
"3",31,1980,NA,NA,NA,0.955574182732607,NA,0.0444258172673931,NA,NA,NA,NA,NA,NA
"4",31,1981,NA,NA,NA,0.951841359773371,NA,0.0481586402266289,NA,NA,NA,NA,NA,NA
"5",31,1982,NA,NA,NA,0.951885565669701,NA,0.0481144343302991,NA,NA,NA,NA,NA,NA
"6",31,1983,NA,NA,NA,0.940214326001128,NA,0.059785673998872,NA,NA,NA,NA,NA,NA
"7",31,1984,NA,NA,NA,0.94655704008222,NA,0.0534429599177801,NA,NA,NA,NA,NA,NA
"8",31,1985,NA,NA,NA,0.95435092724679,NA,0.0456490727532097,NA,NA,NA,NA,NA,NA
"9",31,1986,NA,NA,NA,0.95608417200366,NA,0.0439158279963403,NA,NA,NA,NA,NA,NA
"10",31,1987,NA,NA,NA,0.957032833400892,NA,0.0429671665991082,NA,NA,NA,NA,NA,NA
"11",31,1988,NA,NA,NA,0.95477004941087,NA,0.0452299505891296,NA,NA,NA,NA,NA,NA
"12",31,1989,NA,NA,NA,0.953151911815363,NA,0.0468480881846366,NA,NA,NA,NA,NA,NA
"13",31,1990,NA,NA,NA,0.964388835418672,NA,0.0356111645813282,NA,NA,NA,NA,NA,NA
"14",31,1991,NA,NA,NA,0.942493005906124,NA,0.0575069940938763,NA,NA,NA,NA,NA,NA
"15",31,1992,NA,NA,NA,0.936073059360731,NA,0.0639269406392694,NA,NA,NA,NA,NA,NA
"16",31,1993,NA,NA,NA,0.924140049140049,NA,0.0758599508599509,NA,NA,NA,NA,NA,NA
"17",31,1994,NA,NA,NA,0.917461182239172,NA,0.0825388177608281,NA,NA,NA,NA,NA,NA
"18",31,1995,NA,NA,NA,0.915713905876097,NA,0.0842860941239032,NA,NA,NA,NA,NA,NA
"19",31,1996,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"20",31,1997,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"21",31,1998,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"22",31,1999,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"23",31,2000,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"24",31,2001,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"25",31,2002,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"26",31,2003,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"27",31,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",31,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",31,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",40,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",40,1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",40,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",40,1949,0.212540716612378,0.160830618892508,0.0517100977198697,NA,NA,NA,0.287459283387622,0.206840390879479,0.0806188925081433,NA,NA,NA
"34",40,1950,0.207822085889571,0.156441717791411,0.0513803680981595,NA,NA,NA,0.292177914110429,0.210506134969325,0.0816717791411043,NA,NA,NA
"35",40,1951,0.210274409700064,0.153797064454371,0.0564773452456924,NA,NA,NA,0.289725590299936,0.220804084237396,0.0689215060625399,NA,NA,NA
"36",40,1952,0.222002262443439,0.166006787330317,0.0559954751131222,NA,NA,NA,0.277997737556561,0.219457013574661,0.0585407239819005,NA,NA,NA
"37",40,1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",40,1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",40,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",40,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",40,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",40,1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",40,1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",40,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",40,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",40,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",40,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",40,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",40,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",40,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",40,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",40,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",40,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",40,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",40,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",40,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",40,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",40,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",40,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",40,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",40,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",40,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",40,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",40,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",40,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",40,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",40,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",40,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",40,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",40,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",40,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",40,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",40,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",40,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",40,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",40,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",40,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",40,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",40,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",40,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",40,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",40,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",40,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",40,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",40,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",40,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",40,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",40,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",40,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",40,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",41,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",41,1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",41,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",41,1949,0.263227513227513,0.19973544973545,0.0634920634920635,NA,NA,NA,0.236772486772487,0.130952380952381,0.101851851851852,0.00396825396825397,NA,NA
"95",41,1950,0.262962962962963,0.2,0.062962962962963,NA,NA,NA,0.237037037037037,0.130864197530864,0.102469135802469,0.0037037037037037,NA,NA
"96",41,1951,0.360347322720695,NA,NA,NA,NA,NA,0.319826338639653,NA,NA,NA,NA,0.319826338639653
"97",41,1952,0.342265529841657,NA,NA,NA,NA,NA,0.328867235079172,NA,NA,NA,NA,0.328867235079172
"98",41,1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",41,1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",41,1955,0.319066147859922,NA,NA,NA,NA,NA,0.340466926070039,NA,NA,NA,NA,0.340466926070039
"101",41,1956,0.226510067114094,0.226510067114094,NA,0.546979865771812,NA,NA,NA,NA,NA,NA,NA,NA
"102",41,1957,0.230388109000826,0.230388109000826,NA,0.539223781998348,NA,NA,NA,NA,NA,NA,NA,NA
"103",41,1958,0.23728813559322,0.23728813559322,NA,0.525423728813559,NA,NA,NA,NA,NA,NA,NA,NA
"104",41,1959,0.249627421758569,0.249627421758569,NA,0.500745156482861,NA,NA,NA,NA,NA,NA,NA,NA
"105",41,1960,0.381183317167798,NA,NA,0.618816682832202,NA,NA,NA,NA,NA,NA,NA,NA
"106",41,1961,0.378698224852071,NA,NA,0.621301775147929,NA,NA,NA,NA,NA,NA,NA,NA
"107",41,1962,0.372047244094488,NA,NA,0.627952755905512,NA,NA,NA,NA,NA,NA,NA,NA
"108",41,1963,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"109",41,1964,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"110",41,1965,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"111",41,1966,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"112",41,1967,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"113",41,1968,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"114",41,1969,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"115",41,1970,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"116",41,1971,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"117",41,1972,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"118",41,1973,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"119",41,1974,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"120",41,1975,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"121",41,1976,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"122",41,1977,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"123",41,1978,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"124",41,1979,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"125",41,1980,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"126",41,1981,0.136200482934151,NA,NA,0.459048489199243,NA,NA,0.202375513933303,0.10108986490896,0.0796710826861581,0.0216145663381844,NA,NA
"127",41,1982,0.114138430610618,NA,NA,0.449231253018272,NA,NA,0.218315158185555,0.0964274884603722,0.104704574297234,0.0171830954279489,NA,NA
"128",41,1983,0.117916113982528,NA,NA,0.465512509719618,NA,NA,0.208285688148927,0.099849060055802,0.0932054155422403,0.0152312125508851,NA,NA
"129",41,1984,0.126519012152097,NA,NA,0.481673853390827,NA,NA,0.195903567228538,0.0915327322618581,0.0882007056056448,0.0161701293610349,NA,NA
"130",41,1985,0.128332872036166,NA,NA,0.492665375034597,NA,NA,0.189500876464618,0.0913368391918074,0.0825721930067349,0.0155918442660762,NA,NA
"131",41,1986,0.127589779005525,NA,NA,0.484288674033149,NA,NA,0.194060773480663,0.0958218232044199,0.0844267955801105,0.0138121546961326,NA,NA
"132",41,1987,0.117744822296088,NA,NA,0.447200204551266,NA,NA,0.217527486576323,0.109371004858093,0.091664535924316,0.0164919457939146,NA,NA
"133",41,1988,0.113729447379355,NA,NA,0.461506499673532,NA,NA,0.212382026473556,0.10921825844364,0.0910547872024693,0.012108980827447,NA,NA
"134",41,1989,0.128769168916202,NA,NA,0.464246740566309,NA,NA,0.203492045258744,0.107575670553099,0.0815002010223422,0.0144161736833037,NA,NA
"135",41,1990,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"136",41,1991,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"137",41,1992,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"138",41,1993,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"139",41,1994,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"140",41,1995,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"141",41,1996,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"142",41,1997,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"143",41,1998,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"144",41,1999,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"145",41,2000,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"146",41,2001,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"147",41,2002,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"148",41,2003,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"149",41,2004,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"150",41,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",41,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",42,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",42,1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",42,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",42,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",42,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",42,1951,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"158",42,1952,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"159",42,1953,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"160",42,1954,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"161",42,1955,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"162",42,1956,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"163",42,1957,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"164",42,1958,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"165",42,1959,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"166",42,1960,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"167",42,1961,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"168",42,1962,0.245567375886525,0.146719858156028,0.0988475177304965,0.288120567375887,NA,NA,0.110372340425532,0.0585106382978723,NA,NA,NA,0.0518617021276596
"169",42,1963,0.230085348506401,0.120910384068279,0.109174964438122,0.321479374110953,NA,NA,0.109174964438122,0.0633001422475107,NA,NA,NA,0.0458748221906117
"170",42,1964,0.212158054711246,0.112462006079027,0.0996960486322188,0.343465045592705,NA,NA,0.116109422492401,0.0747720364741641,NA,NA,NA,0.0413373860182371
"171",42,1965,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"172",42,1966,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"173",42,1967,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"174",42,1968,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"175",42,1969,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"176",42,1970,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"177",42,1971,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"178",42,1972,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"179",42,1973,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"180",42,1974,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"181",42,1975,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"182",42,1976,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"183",42,1977,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"184",42,1978,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"185",42,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",42,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",42,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",42,1982,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"189",42,1983,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"190",42,1984,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"191",42,1985,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"192",42,1986,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"193",42,1987,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"194",42,1988,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"195",42,1989,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"196",42,1990,0.0452074771311149,0.0452074771311149,NA,0.218082990852446,NA,NA,0.345751027442662,0.093861858676919,0.138936762561315,0.112952406204428,NA,NA
"197",42,1991,0.0539091440826672,0.0539091440826672,NA,0.2152466367713,NA,NA,0.338467537531683,0.0912458568921817,0.15461103528953,0.0926106453499708,NA,NA
"198",42,1992,0.0493487793703776,0.0493487793703776,NA,0.184763400746122,NA,NA,0.358269520256561,0.0983048628836966,0.18541789384122,0.0745467635316447,NA,NA
"199",42,1993,0.0503600720144029,0.0503600720144029,NA,0.178135627125425,NA,NA,0.360572114422885,0.100370074014803,0.180586117223445,0.0796159231846369,NA,NA
"200",42,1994,0.0479098982022959,0.0479098982022959,NA,0.183712367338098,NA,NA,0.360233918128655,0.11288715616201,0.177301277886073,0.0700454840805718,NA,NA
"201",42,1995,0.0646809521923397,0.0372321463936309,0.0274488057987088,0.211629104448053,NA,NA,0.329504495583634,0.119578563789757,0.0766823781043292,0.0267358498039371,0.10650770388561,NA
"202",42,1996,0.0688084644221,0.0402550537785096,0.0285534106435904,0.214027957818029,NA,NA,0.324177556668886,0.123918298707214,0.0843639421224118,0.0364362540728024,0.0794590617664576,NA
"203",42,1997,0.0789756722151088,0.0430729833546735,0.0359026888604353,0.253316261203585,NA,NA,0.294366197183099,0.12235595390525,0.0763124199743918,0.0430473751600512,0.0526504481434059,NA
"204",42,1998,0.074032884120546,0.0396441188015177,0.0343887653190283,0.278163024990187,NA,NA,0.28688560338436,0.132648610929391,0.0768459156526669,0.034323345981072,0.0430677308212308,NA
"205",42,1999,0.0712663566562128,0.0355791067373202,0.0356872499188926,0.256047006236257,NA,NA,0.300710140225659,0.135990050827295,0.0754118452831549,0.048087668072528,0.0412205760426805,NA
"206",42,2000,0.0819973838712621,0.042025370364737,0.0399720135065251,0.275819061235665,NA,NA,0.280093085510906,0.117071761019682,0.0845526724059258,0.0529309767894625,0.0255376752958355,NA
"207",42,2001,0.0808260072399041,0.046130882422077,0.0346951248178271,0.252644445489164,NA,NA,0.292851770015514,0.118036293545202,0.0768417093695642,0.0694842743641578,0.0284894927365897,NA
"208",42,2002,0.0810192887734401,0.0477550100361732,0.0332642787372669,0.267541835277954,NA,NA,0.285209793587583,0.125672208924144,0.0825220312785119,0.0462952030312463,0.0307203503536812,NA
"209",42,2003,0.0689541122571478,0.033821691942083,0.0351324203150648,0.31981772300757,NA,NA,0.271137026239067,0.0924982237793076,0.0618492294877135,0.0702158414386163,0.0465737315334297,NA
"210",42,2004,0.0611524705978161,0.0277768352188283,0.0333756353789879,0.202323671727077,NA,NA,0.337685693538645,0.0799033613160234,0.0653736265973547,0.12493128745258,0.0674774181726874,NA
"211",42,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",42,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",51,1962,NA,NA,NA,NA,NA,NA,0.5,NA,0.171428571428571,NA,NA,0.328571428571429
"214",51,1963,0.12540192926045,NA,NA,NA,NA,NA,0.437299035369775,0.22508038585209,0.154340836012862,NA,NA,0.0578778135048231
"215",51,1964,0.118840579710145,NA,NA,NA,NA,NA,0.440579710144928,0.240579710144928,0.144927536231884,NA,NA,0.0550724637681159
"216",51,1965,0.117977528089888,NA,NA,NA,NA,NA,0.441011235955056,0.224719101123595,0.151685393258427,NA,NA,0.0646067415730337
"217",51,1966,0.0879507475813544,NA,NA,NA,NA,0.0343007915567282,0.438874230430959,0.173262972735268,0.121372031662269,NA,NA,0.144239226033421
"218",51,1967,0.0821292775665399,NA,NA,NA,NA,0.0342205323193916,0.441825095057034,0.180228136882129,0.117110266159696,NA,NA,0.144486692015209
"219",51,1968,0.0761290322580645,NA,NA,NA,NA,0.032258064516129,0.445806451612903,0.19741935483871,0.116129032258065,NA,NA,0.132258064516129
"220",51,1969,NA,NA,NA,0.530791788856305,NA,NA,0.234604105571848,0.234604105571848,NA,NA,NA,NA
"221",51,1970,NA,NA,NA,0.588477366255144,NA,NA,0.205761316872428,0.205761316872428,NA,NA,NA,NA
"222",51,1971,NA,NA,NA,0.549797570850202,NA,NA,0.225101214574899,0.225101214574899,NA,NA,NA,NA
"223",51,1972,NA,NA,NA,0.556142668428005,NA,NA,0.221928665785997,0.221928665785997,NA,NA,NA,NA
"224",51,1973,NA,NA,NA,0.502063273727648,NA,NA,0.248968363136176,0.248968363136176,NA,NA,NA,NA
"225",51,1974,NA,NA,NA,0.454081632653061,NA,NA,0.272959183673469,0.272959183673469,NA,NA,NA,NA
"226",51,1975,NA,NA,NA,0.464340687532068,NA,NA,0.267829656233966,0.267829656233966,NA,NA,NA,NA
"227",51,1976,NA,NA,NA,0.417247706422018,NA,NA,0.291376146788991,0.291376146788991,NA,NA,NA,NA
"228",51,1977,NA,NA,NA,0.422376409366869,NA,NA,0.288811795316565,0.288811795316565,NA,NA,NA,NA
"229",51,1978,NA,NA,NA,0.959717839242621,NA,0.0402821607573789,NA,NA,NA,NA,NA,NA
"230",51,1979,NA,NA,NA,0.96415592996366,NA,0.0358440700363396,NA,NA,NA,NA,NA,NA
"231",51,1980,NA,NA,NA,0.96538081107814,NA,0.0346191889218595,NA,NA,NA,NA,NA,NA
"232",51,1981,NA,NA,NA,0.965805272774732,NA,0.0341947272252676,NA,NA,NA,NA,NA,NA
"233",51,1982,NA,NA,NA,0.97513013302487,NA,0.0248698669751301,NA,NA,NA,NA,NA,NA
"234",51,1983,NA,NA,NA,0.967967967967968,NA,0.032032032032032,NA,NA,NA,NA,NA,NA
"235",51,1984,NA,NA,NA,0.957142857142857,NA,0.0428571428571429,NA,NA,NA,NA,NA,NA
"236",51,1985,NA,NA,NA,0.94750656167979,NA,0.05249343832021,NA,NA,NA,NA,NA,NA
"237",51,1986,NA,NA,NA,0.948795180722892,NA,0.0512048192771084,NA,NA,NA,NA,NA,NA
"238",51,1987,NA,NA,NA,0.948841836009663,NA,0.0511581639903368,NA,NA,NA,NA,NA,NA
"239",51,1988,NA,NA,NA,0.958785249457701,NA,0.0412147505422994,NA,NA,NA,NA,NA,NA
"240",51,1989,NA,NA,NA,0.960592995991226,NA,0.0394070040087739,NA,NA,NA,NA,NA,NA
"241",51,1990,NA,NA,NA,0.955206418184857,NA,0.0447935818151429,NA,NA,NA,NA,NA,NA
"242",51,1991,NA,NA,NA,0.956671590349581,NA,0.0433284096504185,NA,NA,NA,NA,NA,NA
"243",51,1992,NA,NA,NA,0.93480875631465,NA,0.06519124368535,NA,NA,NA,NA,NA,NA
"244",51,1993,NA,NA,NA,0.954566527584608,NA,0.0454334724153917,NA,NA,NA,NA,NA,NA
"245",51,1994,NA,NA,NA,0.920072661217075,NA,0.0799273387829246,NA,NA,NA,NA,NA,NA
"246",51,1995,NA,NA,NA,0.928235846840498,NA,0.071764153159502,NA,NA,NA,NA,NA,NA
"247",51,1996,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"248",51,1997,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"249",51,1998,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"250",51,1999,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"251",51,2000,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"252",51,2001,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"253",51,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",51,2003,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"255",51,2004,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"256",51,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",51,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",52,1962,NA,NA,NA,0.85214626391097,NA,0.14785373608903,NA,NA,NA,NA,NA,NA
"259",52,1963,NA,NA,NA,0.873563218390805,NA,0.126436781609195,NA,NA,NA,NA,NA,NA
"260",52,1964,NA,NA,NA,0.852315394242804,NA,0.147684605757196,NA,NA,NA,NA,NA,NA
"261",52,1965,NA,NA,NA,0.850422195416164,NA,0.149577804583836,NA,NA,NA,NA,NA,NA
"262",52,1966,0.0816151202749141,NA,NA,0.359106529209622,NA,NA,0.279639175257732,0.184707903780069,0.0949312714776632,NA,NA,NA
"263",52,1967,0.0823723228995058,NA,NA,0.366556836902801,NA,NA,0.275535420098847,0.185337726523888,0.0901976935749588,NA,NA,NA
"264",52,1968,0.0763216679076694,NA,NA,0.354802680565897,NA,NA,0.284437825763217,0.19620253164557,0.0882352941176471,NA,NA,NA
"265",52,1969,0.0732034922766958,NA,NA,0.378106111484218,NA,NA,0.274345198119543,0.173942243116185,0.100402955003358,NA,NA,NA
