"","cowcode","year","expend_security_p","expenddefence_p","exp_public_order_p","wagessalaries_p","subpentrans_p","pensions_p","total_welfare_p","education_p","health_p","social_protection_p","housing_p","owelfarespend_p"
"4289",571,1983,0.0920309958863484,0.0533818042667177,0.0386491916196307,0.228030230555821,NA,0.00587391179565675,0.291016932937913,0.149048120156893,0.0432411747823591,0.0308045537166364,0.0679230842820243,NA
"4290",571,1984,0.0911662515758079,0.0551917104818129,0.035974541093995,0.225132982812164,NA,0.00464286812409679,0.293945822956062,0.141130891984134,0.0385880761307382,0.0456599944654552,0.0685668603757341,NA
"4291",571,1985,0.0910431751139716,0.0553767766157147,0.0356663984982569,0.222982032716546,NA,0.00442477876106195,0.295253419147224,0.152453740949316,0.0429069455618128,0.0355323142933762,0.0643604183427192,NA
"4292",571,1986,0.100841112857011,0.0667344486551437,0.0341066642018671,0.189111747851003,NA,0.00397448932433681,0.302615768555319,0.154727793696275,0.0494500415934929,0.0463998521120251,0.0520380811535262,NA
"4293",571,1987,0.120443740095087,0.0932382461701004,0.0272054939249868,0.173071843634443,NA,0.00349973586899102,0.291270470153196,0.139989434759641,0.0573824617010037,0.0309693608029583,0.0629292128895932,NA
"4294",571,1988,0.12234893441354,0.0936580834924403,0.0286908509211002,0.172041901026885,NA,0.00345735074049229,0.289901439702771,0.152175034831519,0.041281799886475,0.0271427834253573,0.06930182155942,NA
"4295",571,1989,0.117019109318339,0.0878865664344212,0.029132542883918,0.17104673430306,NA,0.00224096483722446,0.296337041111519,0.15430061524671,0.036099906286925,0.0242024202420242,0.0817340993358595,NA
"4296",571,1990,0.115874253052741,0.0911636500101036,0.0247106030426373,0.154325798908807,NA,0.00360844086487111,0.30515862706042,0.140325048353108,0.0345544297220057,0.0137986778672671,0.116480471118039,NA
"4297",571,1991,0.108984291196873,0.0855998665109294,0.0233844246859431,0.172081714381064,NA,0.00405234678553551,0.302948678219828,0.134704774618007,0.0303449262234512,0.0144454244237325,0.123453552954638,NA
"4298",571,1992,0.100598437975454,0.0772694999492849,0.023328938026169,0.180363119991886,NA,0.00393549041484938,0.307252256821179,0.132650370220103,0.0321330763769145,0.0302261892686885,0.112242620955472,NA
"4299",571,1993,0.106536284096758,0.0811459941670956,0.025390289929662,0.176531137416366,NA,NA,0.305198147195059,0.139989706639218,0.0346543146337279,0.0387716589466461,0.0917824669754675,NA
"4300",571,1994,0.106254319281272,0.0782653766413269,0.0279889426399447,0.19039391845197,NA,0.0103662750518314,0.293365583966828,0.162059433310297,0.0393918451969592,0.0200414651002073,0.0718728403593642,NA
"4301",571,1995,0.0708661417322835,0.0610236220472441,0.00984251968503937,0.40255905511811,NA,0.132217847769029,0.161745406824147,0.108267716535433,0.0101706036745407,0.00492125984251968,0.0383858267716535,NA
"4302",571,1996,0.0666571141997421,0.0438458231838372,0.0228112910159049,0.394526436452214,NA,NA,0.236079667574151,0.14314371686488,0.0165066628456799,0.0114343029087262,0.0649949849548646,NA
"4303",571,1997,0.101194170393991,0.0669634258565711,0.0342307445374195,0.180452415091917,NA,NA,0.308579622060051,0.191131465747855,0.0440002568108374,0.0140603933485993,0.0593875061527596,NA
"4304",571,1998,0.0990927021696252,0.0640631163708087,0.0350295857988166,0.169861932938856,NA,NA,0.315976331360947,0.17956607495069,0.0369230769230769,0.0466272189349112,0.0528599605522682,NA
"4305",571,1999,0.0976141881905834,0.0545428953480189,0.0430712928425646,0.1702442114153,NA,NA,0.317263706101766,0.172988950665071,0.0382152157083539,0.0544021394890562,0.051657400239285,NA
"4306",571,2000,0.10409841132472,0.0616925264264079,0.0424058848983124,0.169561723434506,NA,NA,0.311120726958027,0.177536007912468,0.0389441800086543,0.0475366260740558,0.0471039129628485,NA
"4307",571,2001,0.10144775493076,0.0684536298783047,0.0329941250524549,0.180759546789761,NA,NA,0.30817247167436,0.178818715904322,0.0421212757028955,0.0438522870331515,0.0433801930339908,NA
"4308",571,2002,0.100302169305011,0.0654399494881162,0.0348622198168944,0.178009290578632,NA,NA,0.310693185405674,0.162224326884048,0.0497451855860732,0.0437919992784017,0.0549316736571506,NA
"4309",571,2003,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4310",571,2004,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4311",571,2005,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4312",571,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4313",572,1968,NA,NA,NA,0.452196382428941,NA,NA,0.27390180878553,0.191214470284238,0.082687338501292,NA,NA,NA
"4314",572,1969,NA,NA,NA,0.475240206947524,NA,NA,0.262379896526238,0.182557280118256,0.0798226164079823,NA,NA,NA
"4315",572,1970,NA,NA,NA,0.467567567567568,NA,NA,0.266216216216216,0.177027027027027,0.0891891891891892,NA,NA,NA
"4316",572,1971,0.0820995962314939,NA,0.0820995962314939,0.372812920592194,NA,NA,0.231493943472409,0.153880663974877,0.0776132794975325,NA,NA,NA
"4317",572,1972,NA,NA,NA,0.406787130894667,NA,NA,0.296606434552666,0.210665491405906,0.0859409431467607,NA,NA,NA
"4318",572,1973,0.0846115784265215,0.0185551707075705,0.066056407718951,0.267689262741217,NA,NA,0.28154379020287,0.129886194952994,0.0556655121227115,NA,0.0959920831271648,NA
"4319",572,1974,0.0846994535519126,0.0212274064733081,0.0634720470786045,0.280369903320723,NA,NA,0.275115594787726,0.145859604875998,0.0544346364018495,NA,0.0748213535098781,NA
"4320",572,1975,0.0872071402008181,0.0208255857195984,0.0663815544812198,0.294161398289327,NA,NA,0.265712160654518,0.139457047229453,0.0559687616214206,NA,0.0702863518036445,NA
"4321",572,1976,0.098798915149167,0.0362908433423738,0.0625080718067932,0.281157174221878,NA,NA,0.260622497739894,0.166602092212321,0.0502389254810797,0.00400361616944337,0.00684489216066124,0.032932971716389
"4322",572,1977,0.117078410311493,0.0515574650912997,0.0655209452201933,0.291084854994629,NA,NA,0.237379162191192,0.182599355531686,0.0547798066595059,NA,NA,NA
"4323",572,1978,0.125645438898451,0.0628227194492255,0.0628227194492255,0.282271944922547,NA,NA,0.233218588640275,0.182444061962134,0.0507745266781411,NA,NA,NA
"4324",572,1979,0.130903065451533,0.067937033968517,0.0629660314830157,0.289146644573322,NA,NA,0.224523612261806,0.173985086992544,0.0505385252692626,NA,NA,NA
"4325",572,1980,0.116293155663234,0.0514839491217444,0.06480920654149,0.27801332525742,NA,NA,0.244700181708056,0.193821926105391,0.0508782556026651,NA,NA,NA
"4326",572,1981,0.117361784675073,0.0499515033947624,0.0674102812803104,0.28709990300679,NA,NA,0.239088263821533,0.19447138700291,0.0446168768186227,NA,NA,NA
"4327",572,1982,0.131926121372032,0.0567282321899736,0.0751978891820581,0.29287598944591,NA,NA,0.221635883905013,0.162708883025506,0.0589270008795075,NA,NA,NA
"4328",572,1983,0.1164,0.0472,0.0692,0.3024,NA,NA,0.2324,0.1764,0.056,NA,NA,NA
"4329",572,1984,0.11865671641791,0.0466417910447761,0.0720149253731343,0.309701492537313,NA,NA,0.226492537313433,0.173880597014925,0.0526119402985075,NA,NA,NA
"4330",572,1985,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4331",572,1986,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4332",572,1987,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4333",572,1988,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4334",572,1989,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4335",572,1990,0.0637111760021237,0.0517653305017255,NA,0.325192460844173,NA,NA,0.279665516325989,0.210777807273693,0.0688877090522963,NA,NA,NA
"4336",572,1991,0.0617838687935295,0.0483037519658504,NA,0.312289373174568,NA,NA,0.288811503033026,0.218714895529095,0.0700966075039317,NA,NA,NA
"4337",572,1992,0.0583622104687215,0.0538026627758526,NA,0.349626117089185,NA,NA,0.269104504833121,0.20481488236367,0.064289622469451,NA,NA,NA
"4338",572,1993,0.0641309155241044,0.0567595459236326,NA,0.38891346012089,NA,NA,0.245098039215686,0.179787704555506,0.0653103346601799,NA,NA,NA
"4339",572,1994,0.0659182874298394,0.0535178175172954,NA,0.354131314449811,NA,NA,0.263216290301527,0.200039159378671,0.063177130922856,NA,NA,NA
"4340",572,1995,0.0719667153941302,0.0567862363656809,NA,0.356460137186551,NA,NA,0.257393455526819,0.194816147531767,0.0625773079950523,NA,NA,NA
"4341",572,1996,0.101040719409922,0.0580984136607053,NA,0.371324643831464,NA,NA,0.234768111548954,0.176871779327069,0.0578963322218854,NA,NA,NA
"4342",572,1997,0.0903454384410983,0.0527015057573074,NA,0.352967227635075,NA,NA,0.25199291408326,0.182019486271036,0.0699734278122232,NA,NA,NA
"4343",572,1998,0.0783567896538608,0.0570559147965006,NA,0.316850513503233,NA,NA,0.273868391023203,0.209205020920502,0.0646633701027007,NA,NA,NA
"4344",572,1999,0.0812250332889481,0.053595206391478,NA,0.358521970705726,NA,NA,0.253328894806924,0.188082556591212,0.0652463382157124,NA,NA,NA
"4345",572,2000,0.08416,0.05536,NA,0.34272,NA,NA,0.25888,0.18528,0.0736,NA,NA,NA
"4346",572,2001,0.0837203798479425,0.0496997307931249,NA,0.341774398722007,NA,NA,0.262402745318463,0.192586456823359,0.069816288495104,NA,NA,NA
"4347",572,2002,0.0771499886544134,0.05092907747775,NA,0.357285127196632,NA,NA,0.257317903335602,0.191362226760457,0.0659556765751456,NA,NA,NA
"4348",572,2003,0.133284255797284,0.0494004145760282,NA,0.323311183866406,NA,NA,0.247002072880141,0.179003855169608,0.0679982177105329,NA,NA,NA
"4349",572,2004,0.0821208635040942,0.0478446234012316,NA,0.332273127157068,NA,NA,0.268880692968803,0.195963321377817,0.072917371590986,NA,NA,NA
"4350",572,2005,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4351",572,2006,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4352",580,1960,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4353",580,1961,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4354",580,1962,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4355",580,1963,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4356",580,1964,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4357",580,1965,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4358",580,1966,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4359",580,1967,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4360",580,1968,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4361",580,1969,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4362",580,1970,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4363",580,1971,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4364",580,1972,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4365",580,1973,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4366",580,1974,NA,NA,NA,0.417682926829268,NA,NA,0.291158536585366,0.173780487804878,0.0899390243902439,NA,NA,0.0274390243902439
"4367",580,1975,NA,NA,NA,0.437125748502994,NA,NA,0.281437125748503,0.179640718562874,0.0883233532934132,NA,NA,0.0134730538922156
"4368",580,1976,NA,NA,NA,0.419354838709677,NA,NA,0.290322580645161,0.174638487208009,0.0789766407119021,NA,NA,0.0367074527252503
"4369",580,1977,NA,NA,NA,0.412742382271468,NA,NA,0.293628808864266,0.1865189289012,0.0729455216989843,NA,NA,0.0341643582640813
"4370",580,1978,NA,NA,NA,0.403132728771641,NA,NA,0.29843363561418,0.220939818631492,0.0593569661995054,NA,NA,0.0181368507831822
"4371",580,1979,NA,NA,NA,0.42495784148398,NA,NA,0.28752107925801,0.217537942664418,0.0598650927487352,NA,NA,0.0101180438448567
"4372",580,1980,NA,NA,NA,0.4072553045859,NA,NA,0.29637234770705,0.21492128678987,0.0704996577686516,NA,NA,0.0109514031485284
"4373",580,1981,NA,NA,NA,0.46767537826685,NA,NA,0.266162310866575,0.209766162310867,0.046767537826685,NA,NA,0.00962861072902338
"4374",580,1982,NA,NA,NA,0.466743782533256,NA,NA,0.266628108733372,0.204742625795257,0.0520532099479468,NA,NA,0.00983227299016773
"4375",580,1983,NA,NA,NA,0.430373095112979,NA,NA,0.28481345244351,0.221229637414609,0.0562270099842354,NA,NA,0.00735680504466632
"4376",580,1984,NA,NA,NA,0.438095238095238,NA,NA,0.280952380952381,0.215714285714286,0.0561904761904762,0.00904761904761905,NA,NA
"4377",580,1985,NA,NA,NA,0.434058898847631,NA,NA,0.282970550576184,0.209987195902689,0.0635936833119932,0.00938967136150235,NA,NA
"4378",580,1986,NA,NA,NA,0.418139892390469,NA,NA,0.290930053804766,0.217524980784012,0.0637970791698693,0.00960799385088393,NA,NA
"4379",580,1987,NA,NA,NA,0.413803971005358,NA,NA,0.293098014497321,0.212102111566341,0.0715411282697762,0.00945477466120391,NA,NA
"4380",580,1988,NA,NA,NA,0.43505039193729,NA,NA,0.282474804031355,0.212486002239642,0.061030235162374,0.00895856662933931,NA,NA
"4381",580,1989,NA,NA,NA,0.418453865336658,NA,NA,0.290773067331671,0.2214463840399,0.0591022443890274,0.0102244389027431,NA,NA
"4382",580,1990,NA,NA,NA,0.402089353189598,NA,NA,0.298955323405201,0.222716159146477,0.0657923983107357,0.0104467659479884,NA,NA
"4383",580,1991,NA,NA,NA,0.417089348419821,NA,NA,0.29145532579009,0.212836519703473,0.0680842762387827,0.0105345298478346,NA,NA
"4384",580,1992,0.087678415380134,0.087678415380134,NA,0.321875910282552,NA,NA,0.25138362947859,0.177541508884358,0.0621905039324206,0.0116516166618118,NA,NA
"4385",580,1993,0.0962199312714777,0.0962199312714777,NA,0.316679883690193,NA,NA,0.245440126883426,0.171953476077187,0.0621200105736188,0.0113666402326196,NA,NA
"4386",580,1994,0.0946308724832215,0.0946308724832215,NA,0.343400447427293,NA,NA,0.233668903803132,0.163870246085011,0.0593959731543624,0.0104026845637584,NA,NA
"4387",580,1995,0.0948833401555465,0.0948833401555465,NA,0.363896848137536,NA,NA,0.223168235775686,0.154072861236185,0.0601719197707736,0.00892345476872698,NA,NA
"4388",580,1996,0.137440109514031,0.137440109514031,NA,0.357973990417522,NA,NA,0.183572895277207,0.128473648186174,0.0451060917180014,0.00999315537303217,NA,NA
"4389",580,1997,0.136609788494942,0.136609788494942,NA,0.342086441197507,NA,NA,0.192346990906304,0.132062940635537,0.0504240318790232,0.00986001839174415,NA,NA
"4390",580,1998,0.119806215083799,0.119806215083799,NA,0.360684357541899,NA,NA,0.199851606145251,0.126134776536313,0.061627094972067,0.0120897346368715,NA,NA
"4391",580,1999,0.0457796852646638,0.0457796852646638,NA,0.572532188841202,NA,NA,0.167954220314735,0.0861230329041488,0.0818311874105866,0,NA,NA
"4392",580,2000,0.0955585464333782,0.0955585464333782,NA,0.339614176760879,NA,NA,0.234634365186182,0.166143263047704,0.0545835202631972,0.0139075818752804,NA,NA
"4393",580,2001,0.0997787868203516,0.0997787868203516,NA,0.311444871347072,NA,NA,0.244498777506112,0.171498428222145,0.0618232623122599,0.011177086971708,NA,NA
"4394",580,2002,0.0931523022432113,0.0931523022432113,NA,0.325855962219599,NA,NA,0.243919716646989,0.179693034238489,0.0559622195985832,0.00826446280991736,NA,NA
"4395",580,2003,0.089584996009577,0.089584996009577,NA,0.364525139664804,NA,NA,0.228152434158021,0.167098962490024,0.0550678371907422,0.00598563447725459,NA,NA
"4396",580,2004,0.0896916299559471,0.0896916299559471,NA,0.352422907488987,NA,NA,0.234096916299559,0.180969162995595,0.0468722466960352,0.00625550660792952,NA,NA
"4397",580,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4398",580,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4399",581,1975,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4400",581,1976,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4401",581,1977,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4402",581,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4403",581,1979,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4404",581,1980,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4405",581,1981,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4406",581,1982,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4407",581,1983,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4408",581,1984,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4409",581,1985,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4410",581,1986,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4411",581,1987,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4412",581,1988,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4413",581,1989,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4414",581,1990,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4415",581,1991,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4416",581,1992,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4417",581,1993,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4418",581,1994,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4419",581,1995,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4420",581,1996,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4421",581,1997,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4422",581,1998,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4423",581,1999,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4424",581,2000,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4425",581,2001,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4426",581,2002,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4427",581,2003,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4428",581,2004,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4429",581,2005,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4430",581,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4431",590,1968,0.0640176600441501,NA,NA,NA,NA,NA,0.467991169977925,0.161699779249448,0.121412803532009,0.184878587196468,NA,NA
"4432",590,1969,0.0809018567639257,0.00928381962864721,0.0716180371352785,NA,NA,0.122015915119363,0.358090185676393,0.199602122015915,0.148541114058355,NA,0.00994694960212202,NA
"4433",590,1970,0.0483005366726297,0.00787119856887299,0.0404293381037567,0.425402504472272,NA,0.0608228980322004,0.208586762075134,0.114132379248658,0.089087656529517,NA,0.00536672629695885,NA
"4434",590,1971,0.0487246566383257,0.0078482668410726,0.0408763897972531,0.413996075866579,NA,0.05297580117724,0.217789404839765,0.119686069326357,0.0902550686723349,NA,0.0078482668410726,NA
"4435",590,1972,0.0506329113924051,0.00805523590333717,0.0425776754890679,0.415707710011507,NA,0.0520713463751438,0.215477560414269,0.119390103567319,0.0900460299194476,NA,0.00604142692750288,NA
"4436",590,1973,0.00729394602479942,0.00729394602479942,NA,0.298808655482616,NA,NA,0.343301726233893,0.112083637247751,0.0848529054218332,0.12885971310479,0.00607828835399951,0.0114271821055191
"4437",590,1974,0.00711743772241993,0.00711743772241993,NA,0.324199288256228,NA,NA,0.330782918149466,0.109252669039146,0.0820284697508897,0.122775800711744,0.00533807829181495,0.0113879003558719
"4438",590,1975,0.00603427468018344,0.00603427468018344,NA,0.279024861211682,NA,NA,0.354453294713975,0.118271783731595,0.0826695631185132,0.112599565532223,0.0229302437846971,0.0179821385469467
"4439",590,1976,0.00668206566573173,0.00668206566573173,NA,0.317769344992575,NA,NA,0.334433261837981,0.12035967662102,0.0822471539349942,0.0995710278831876,0.0216135951163174,0.0106418082824616
"4440",590,1977,0.00569851838521984,0.00569851838521984,NA,0.29326375142463,NA,NA,0.347669605902465,0.129626297162738,0.0730610041389239,0.114330274128727,0.0208145882070662,0.0098374422650111
"4441",590,1978,0.00439487736874439,0.00439487736874439,NA,0.259297764755919,NA,NA,0.365956240253296,0.147346533717688,0.0687585652851945,0.108076177874392,0.0358678701384623,0.00590709323755966
"4442",590,1979,0.00490430622009569,0.00490430622009569,NA,0.272169059011164,NA,NA,0.359011164274322,0.148803827751196,0.0682216905901116,0.102392344497608,0.0335326953748006,0.00606060606060606
"4443",590,1980,0.00633333333333333,0.00633333333333333,NA,0.254,NA,0.0726666666666667,0.330333333333333,0.139333333333333,0.059,0.0913333333333333,0.0346666666666667,0.006
"4444",590,1981,0.0189111747851003,0.0189111747851003,NA,0.253295128939828,NA,0.0739255014326648,0.317478510028653,0.13352435530086,0.059025787965616,0.0908309455587393,0.0283667621776504,0.00573065902578797
"4445",590,1982,0.00716580182851495,0.00716580182851495,NA,0.268346923647146,NA,0.0773412404250062,0.319990116135409,0.121324437855201,0.0585618977020015,0.0934025203854707,0.0417593278972078,0.00494193229552755
"4446",590,1983,0.00710637352875861,0.00710637352875861,NA,0.267377304019543,NA,0.0832778147901399,0.3175660670664,0.124361536753276,0.0592938041305796,0.0986009327115256,0.0302020874972241,0.00510770597379525
"4447",590,1984,0.0478064135353138,0.0070824316348613,0.0407239819004525,0.242573283494,NA,0.0826283690733819,0.289592760180996,0.110564627188668,0.0596104662600826,0.0985638402518198,0.0159354711784379,0.00491835530198702
"4448",590,1985,0.0483154387263976,0.00666419844502036,0.0416512402813773,0.238800444279896,NA,0.085523880044428,0.28952239911144,0.109218807848945,0.0597926693817105,0.101443909663088,0.0109218807848945,0.00814513143280267
"4449",590,1986,0.0507220852412821,0.0065163790066925,0.0442057062345896,0.244276153575203,NA,0.0935188446636139,0.28038041563931,0.088939767523776,0.0612891863332159,0.109897851356111,0.0112715744980627,0.00898203592814371
"4450",590,1987,0.0535798214005953,0.00626664577784741,0.0473131756227479,0.232492558358139,NA,0.0910230299232336,0.284662384458718,0.0976030079899734,0.0601597994673351,0.10637631207896,0.0147266175779414,0.00579664734450885
"4451",590,1988,0.0521729026260748,0.00615849407390193,0.0460144085521729,0.234603764815245,NA,0.0821519869858238,0.289449221473391,0.0987683011852196,0.0568208226818499,0.100859865210318,0.0231234022774808,0.00987683011852196
"4452",590,1989,0.0553273315269644,0.00638056113976051,0.0489467703872039,0.226116598199458,NA,0.0781400227252863,0.292544358010663,0.099991259505288,0.0603968184599248,0.0985053754042479,0.0222008565684818,0.0114500480727209
"4453",590,1990,0.0625,0.00943548387096774,0.0530645161290323,0.230564516129032,NA,0.0768548387096774,0.283790322580645,0.0966935483870968,0.0611290322580645,0.0886290322580645,0.0188709677419355,0.0184677419354839
"4454",590,1991,0.0719939948137027,0.0104408352668213,0.0615531595468814,0.201037259451344,NA,0.0824348300805241,0.286269960420363,0.0999727036986488,0.059369455438788,0.0960829807561075,0.0208816705336427,0.00996314999317592
"4455",590,1992,0.06179940137332,0.0103292446739832,0.0514701566993368,0.192910382064675,NA,0.0872116908269265,0.298139562180879,0.0950760021128001,0.0546393567697635,0.102588180057515,0.0268208228182405,0.01901520042256
"4456",590,1993,0.0650695679464379,0.00941521079610838,0.0556543571503295,0.187990375562297,NA,0.0863060989643268,0.29778219479025,0.0874045402238728,0.0596819751019981,0.101631969871325,0.0373993095512083,0.0116644000418454
"4457",590,1994,0.0624180102407854,0.00846345901569972,0.0539545512250857,0.194236384410308,NA,0.0820532351572087,0.299437179975456,0.0958486733527993,0.0551394354872837,0.0974144132707037,0.0417248529473996,0.00930980491726969
"4458",590,1995,0.0644488234612264,0.00869363625825896,0.0557551872029674,0.193307832000309,NA,0.0852362737143078,0.296279123681465,0.101966693713535,0.0510413044318226,0.100073412928403,0.033035817781384,0.0101618948263205
"4459",590,1996,0.0642768411712511,0.00858917480035492,0.0556876663708962,0.187861579414374,NA,0.0900088731144632,0.29678793256433,0.096681455190772,0.0507897071872227,0.105909494232476,0.0326885536823425,0.0107187222715173
"4460",590,1997,0.0572134858232071,0.0066714319752204,0.0505420538479867,0.175631403383369,NA,0.0983142720991184,0.305813676435549,0.1006075768406,0.046670240648082,0.11278889683107,0.0359780795806528,0.00976888253514415
"4461",590,1998,0.0513679663269827,0.00523371732388126,0.0461342490031015,0.18021710234825,NA,0.102459016393443,0.307293974302171,0.0971145325653522,0.0489587948604342,0.117329419583518,0.0346422241914045,0.00924900310146212
"4462",590,1999,0.0765000932172898,0.0074298651685857,0.0690702280487041,0.25650233593585,NA,0.14770296774957,0.000442352157722279,0.132980827508113,0.0733355210158552,0.176803272993197,0.0446479860593715,0.0145845501457423
"4463",590,2000,0.0499298800169178,0.00532021458940854,0.0446096654275093,0.172806802751375,NA,0.106226209291454,0.310553613961668,0.0887518643011375,0.0502192640740823,0.123834116154308,0.0379315718006366,0.00981679763150279
"4464",590,2001,0.0496206434860226,0.00513247048322311,0.0444881730027995,0.165963403253946,NA,0.106118391690672,0.314338459041668,0.0883880391122652,0.0516695743903923,0.124964498721954,0.0410394774211872,0.00827686939586968
"4465",590,2002,0.049554595401931,0.00480076812289966,0.0447538272790313,0.157429633185754,NA,0.100371615013958,0.321544780498213,0.0845468608310663,0.0512793158016394,0.119094610693266,0.0578759268149571,0.00874806635728383
"4466",590,2003,0.0519868248121887,0.00485145462510749,0.0471353701870812,0.151968976651361,NA,0.0996738654248674,0.322191754149697,0.090506400999497,0.0511268679722867,0.113384498061041,0.0539176713017799,0.0132563158150931
"4467",590,2004,0.0563608495730239,0.00445222976425078,0.0519086198087731,0.159127071016714,NA,0.10051821034961,0.313816509743814,0.0919202977884826,0.0545653601926867,0.113889497116999,0.0419969345303263,0.01144442011532
"4468",590,2005,0.0536175274034628,0.00444672712773866,0.0491708002757241,0.157892602754538,NA,0.103491153851352,0.315690594293592,0.0920702285536648,0.0532255666536013,0.118209955803046,0.0447781366996905,0.00740670658358901
"4469",590,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4470",591,1976,0.0749636098981077,NA,NA,0.334061135371179,NA,NA,0.295487627365357,0.122998544395924,0.0800582241630277,0.0625909752547307,0.0298398835516739,NA
"4471",591,1977,0.103051237766264,NA,NA,0.402993667242372,NA,NA,0.246977547495682,0.128957973517559,0.118019573978123,NA,NA,NA
"4472",591,1978,0.156862745098039,NA,NA,0.534313725490196,NA,0.0833333333333333,0.112745098039216,NA,0.112745098039216,NA,NA,NA
"4473",591,1979,0.257687576875769,NA,NA,0.677736777367774,NA,0.0645756457564576,NA,NA,NA,NA,NA,NA
"4474",591,1980,0.262407301768397,NA,NA,0.674843126069595,NA,0.062749572162008,NA,NA,NA,NA,NA,NA
"4475",591,1981,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4476",591,1982,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4477",591,1983,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4478",591,1984,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4479",591,1985,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
