"","cowcode","year","expend_security_p","expenddefence_p","exp_public_order_p","wagessalaries_p","total_welfare_p","education_p","health_p","social_protection_p","housing_p"
"1",31,1978,-0.0438656090375571,0.0620166954073049,-0.132693870014308,0.961904761904762,0.131397914076089,0.174456630115225,0.0627385669374871,-0.0817023343124348,-0.0319161411499265
"2",31,1979,0.09685011395931,0.10068929911401,-0.0221173191212044,0.961089494163424,-0.020497336359996,0.0538865425118568,0.0424088982345978,-0.0888582031264514,-0.0485324535421481
"3",31,1980,-0.069425718098366,-0.0503254682966037,-0.0413742146543305,0.955574182732607,0.187582513795671,0.127021201431366,0.0756326032879169,-0.0614426511300981,0.000275017602988537
"4",31,1981,-0.110620722781825,-0.0647121416250533,-0.0557577223779841,0.951841359773371,0.180384013114812,0.0940480883567101,0.0544016463208972,-0.0477153741233396,-0.00872127221598265
"5",31,1982,-0.137154722881475,-0.0260978589914664,-0.0843651210349681,0.951885565669701,0.191495039503189,0.170143846501573,0.109998016744976,-0.0556159349583596,0.000316370877868087
"6",31,1983,0.00875044476253758,0.0990182587025516,-0.0812636107775058,0.940214326001128,0.0542772214108033,0.084602098678695,0.0318829517811017,-0.0525446801279211,-0.0145585566936518
"7",31,1984,0.0785505130599875,0.0850797759864664,-0.0395711255508409,0.94655704008222,0.0535283526218984,-0.0310570341595683,0.00898220462881484,-0.047694121472744,-0.00542370380420389
"8",31,1985,-0.171889202444793,-0.144918101205485,-0.0501611938573859,0.95435092724679,0.249218698685604,0.0711649834066767,0.0729992440314393,0.0279087576091248,0.00100575297095371
"9",31,1986,0.244602573261246,0.292136832242157,-0.0497959226841889,0.95608417200366,-0.120489087297445,0.0550396142824827,0.0214147122615743,-0.130149980607715,-0.0358390742307458
"10",31,1987,0.00811929156108851,0.109788645829804,-0.0939702264624954,0.957032833400892,0.070551850136839,0.0596150599313637,0.0229016266919829,-0.0448807563145821,-0.00172156081894607
"11",31,1988,0.0386097583079181,0.135573047960973,-0.104475618019928,0.95477004941087,0.0464034103854404,0.0301947094991635,0.0137992348868477,-0.0809564501049675,0.0886615476134816
"12",31,1989,-0.0773044027511551,-0.0373448024907022,-0.0505035081014108,0.953151911815363,0.1572157704871,0.0890101679091508,0.117376878399749,-0.0355087901488664,-0.0264900746524761
"13",31,1990,-0.0347691502554424,0.0428085998762784,-0.0678074721713813,0.964388835418672,0.0464236803578579,0.0960008203495973,0.0685270954423222,-0.0673613177079279,0.00668378303992426
"14",31,1991,0.154879772429166,0.19882947834589,-0.0754518040801895,0.942493005906124,-0.055029873237523,0.0373569808157725,0.00541958713747732,-0.0512799331299467,-0.00901873601638914
"15",31,1992,0.0819040032889068,0.0935786890001078,-0.058581208158699,0.936073059360731,0.0431058912295338,0.0183415747863387,-0.03463970049841,0.00584108744584453,-0.0179512034585872
"16",31,1993,0.0423641570259027,0.0240391397945625,0.00905089176670869,0.924140049140049,0.0403649935004222,0.0841661352636207,0.0814997947284494,-0.116387900601599,-0.0223026254891561
