"cowcode","year","expend_security_EXP","expenddefence_EXP","exp_public_order_EXP","wagessalaries_EXP","total_welfare_EXP","education_EXP","health_EXP","social_protection_EXP","housing_EXP","owelfarespend_EXP"
31,1978,0.0954236564288624,0.060261092845926,0.0401779362178722,0.439555138349533,0.0185268978266404,0.0214783048592092,0.000941298094792112,0.0300322460189076,0.00563521588068382,0.0292711968416001
31,1979,0.117498964898339,0.0888328716895648,0.0379523022431789,0.438526421785355,0.281235563051835,0.166128796947978,0.0680442173661526,0.0408158522499997,0.0287791540764184,0.0591780530306319
31,1980,0.223155862496139,0.212050027791737,0.0210909586714698,0.440324455499649,0.108571754245716,0.0798241123699172,0.0630176462944535,0.0126383597800348,-0.0249060829475359,0.0748936245125087
31,1981,-0.0304124827529576,-0.0415474737972648,0.0109893104228504,0.382035255432129,0.299023347091474,0.111664339818335,0.0950310489875878,0.0459333889815704,0.0157517072807648,0.060093341360009
31,1982,0.417117435274592,0.334111199892738,0.108291423337413,0.402529567480087,0.312540117912006,0.136360908434957,0.02139500279294,0.12190219440752,0.0931315615907455,0.158587594033113
31,1983,0.192092135961959,0.182667335442335,0.0101533974571259,0.421598374843597,0.117044483856643,0.0847874703547089,0.0729923007549493,-0.00521580270899427,-0.0138958011031835,0.0702606682045993
31,1984,0.345754044161567,0.289312948749809,0.0491725573783093,0.50618302822113,0.223227689268447,0.140429386886983,0.103118389390622,0.0206467510910671,-0.00509496087380437,-0.0173096504497717
31,1985,0.309056430411233,0.299004253993435,0.0311091197303444,0.530952394008636,0.12728375773965,0.12042958962997,0.0365183087622947,-0.0360363436587467,0.0342611844870675,0.201448653814371
31,1986,0.387563146815327,0.315219789879522,0.0611866471426634,0.547550439834595,0.236455293360631,0.191690699085296,0.0421404876482524,0.0150924586365559,0.0255419352754129,0.0609311977678614
31,1987,0.327207402991931,0.296703068203527,0.0351270549940376,0.51981508731842,0.157169435754563,0.163338169950083,0.0696615283212913,-0.0795712229895451,-0.0184517769388581,0.0795529781149276
31,1988,0.125095124020067,0.103269585123454,0.0526034157643551,0.467088133096695,0.353461683430576,0.141887401756514,0.00991221393712926,0.0805829302871086,0.0774644311383141,0.167682628546198
31,1989,0.302273143111703,0.233693769122363,0.0883213996142428,0.440675258636475,0.16620376093613,0.0954830337508154,0.038313983814726,-0.0352243518447072,0.0655518315722384,0.139951191222805
31,1990,0.077874315016808,-0.0171785644223475,0.0901006676799602,0.494733363389969,0.169440285471623,0.123033244066339,0.0860173806395798,-0.00264371546069028,0.00983953035774882,0.0889371340469998
31,1991,0.242952353933683,0.149861510336649,0.0772043039625015,0.481499135494232,0.163783523147791,0.0739602512422049,0.0403874025375049,-0.00310053002124543,0.0797630393390084,0.060941048765043
31,1992,0.145611443609985,0.104798101368591,0.0351698859416925,0.484633564949036,0.270443551277477,0.147811634714259,0.0455280917423758,0.0372965347786497,0.0526061751410025,0.0855068985075862
31,1993,0.332162109805139,0.276665739056505,0.0748975322376767,0.459810525178909,0.372429545733087,0.227579697358896,0.0342273634084062,0.072413573373068,0.0228044473311301,0.0605863552833569
31,1994,0.197614453741969,0.104120241396857,0.0559750734855719,0.495585650205612,0.14155452276565,0.152575464227996,0.0658051078989128,-0.0694661597761793,0.00469159903624396,-0.0921724118746461
31,1995,0.399783325652974,0.333543056572932,0.0634668779925239,0.489274054765701,0.107914559500303,0.178191595504832,0.0516148323682044,-0.121314479080682,-0.00578712897768392,0.148925206603938
31,1996,0.319610159324007,0.300534211675867,0.0360471108599816,0.445170760154724,0.416127560521106,0.201912354340524,0.0852277291222121,0.0682442097652951,0.0618966030011091,0.230036905208415
31,1997,0.209209615212041,0.147466673974853,0.0613226330757485,0.426280945539474,0.314505285314979,0.222833645258392,0.0771964616207284,0.0212891808880628,-0.00279521466579353,-0.0326046200110932
31,1998,-0.00958140824924061,-0.0891199935363438,0.094742814521534,0.456426113843918,0.309853095407767,0.203896885198052,0.103653116647133,0.0414037294535435,-0.00830863763850089,-0.00630083307217114
31,1999,0.150414933230105,0.0445536347715555,0.0824164123289116,0.448684483766556,0.133204604198951,0.136329802324725,0.0662346971658225,-0.0223232284286051,0.0104279960618331,-0.0920382986877329
31,2000,0.364348100620692,0.337901674330511,0.0113413780260884,0.460251033306122,0.303475758284775,0.147060837234069,0.0340307937099507,0.058664136093281,0.0540803506701829,-0.0073463904672635
31,2001,-0.00605814123387702,-0.0344732090842158,0.0150178374242044,0.471910119056702,0.515112358484515,0.235846203372682,0.129613342860142,0.098738057775932,0.047990438278426,0.14489107563278
31,2002,0.143287916467995,0.0690649350740568,0.0551205089067116,0.472709566354752,0.489621283831469,0.293519929398065,0.107456967770586,0.0645283092781348,0.0343253150799327,-0.0094009253306301
31,2003,0.386500749382876,0.322795445852317,0.046775645085494,0.48141086101532,0.237414486471639,0.203126802934497,0.0372002916717691,0.0854462433844905,-0.0354636068578973,0.0218606059492143
31,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1949,0.229551449418068,0.173702731728554,0.0558487251400948,0.293012061725,0.310466140508652,0.223394900560379,0.0870712399482727,-0.0486921652294311,0.0531433178448368,0.11254177710107
40,1950,0.208943709731102,0.157286047935486,0.051657672971487,0.359978794394535,0.293754816055298,0.211642250418663,0.0821125656366348,-0.0245838853683808,0.0367535579528488,0.0134852019283379
40,1951,0.204912930727005,0.149875625967979,0.0550373122096062,0.262990727866515,0.282338321208954,0.215174123644829,0.0671641826629639,0.00787218233448556,0.0189886743779265,0.0664741617072376
40,1952,0.250398725271225,0.187240824103355,0.063157893717289,0.500983567279798,0.313556611537933,0.247527912259102,0.0660287067294121,-0.0391951122842147,0.0666263932546178,0.0536170170900932
40,1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
