"","cowcode","year","expend_security_EXP","expenddefence_EXP","exp_public_order_EXP","wagessalaries_EXP","total_welfare_EXP","education_EXP","health_EXP","social_protection_EXP","housing_EXP","owelfarespend_EXP"
"1",31,1978,0.235354387580727,0.205240407266162,0.00878198862105774,0.439555138349533,0.252175903305082,0.183358263509405,0.035752753608884,0.0816746216840105,-0.0266358600726239,-0.0717911768201218
"2",31,1979,0.304294717860852,0.255202562246282,0.0484992295617841,0.438526421785355,0.326358301173947,0.172990505662782,0.0384344076028729,0.0514793272603132,0.0265249288242365,0.0206868469599593
"3",31,1980,0.186820551563292,0.116242046039519,0.0943414086455738,0.440324455499649,0.392073658904524,0.207780797481709,0.151388620326661,0.0654650800293463,0.0136796892190029,0.16883547107016
"4",31,1981,0.142999243963117,0.12684918666177,0.0184625895577884,0.382035255432129,0.0522458511656611,0.092197881199654,0.0579020797633491,-0.0230961227910163,-0.0645161193610339,0.0308613563660271
"5",31,1982,0.283411154966184,0.156694848415377,0.124561228196541,0.402529567480087,0.469340959195259,0.262369954800651,0.113196496974828,0.0813127560277055,0.0696471313867427,0.163503523487843
"6",31,1983,0.30526575996144,0.269172440302366,0.0463365634753191,0.421598374843597,0.0305545474507408,0.097723207341795,-0.00226621870821531,-0.0461701746333902,-0.0189522060280638,0.0622752058219769
"7",31,1984,0.352103902659653,0.319639735191639,0.0302635058029046,0.50618302822113,0.113551776131301,0.156005812889386,0.0645529511238081,-0.0677020625066693,0.00124204364336304,0.0867450168894168
"8",31,1985,0.333255975814853,0.234676837468839,0.101617243866681,0.530952394008636,0.211419389446744,0.118133887883889,0.0980514676009464,0.0585088981195818,-0.00383835198467346,0.0690183456309301
"9",31,1986,0.152676628204609,0.0887345717113522,0.0656366172351342,0.547550439834595,0.335398819144497,0.246461658128963,0.08987801185887,-0.00164207072742916,0.0441889608799573,0.108801207586915
"10",31,1987,0.342642172866367,0.296651936346188,0.0472806667498879,0.51981508731842,0.112541915104925,0.137163401565364,-0.0126708637219316,-0.0826309537202252,0.00870103526740179,-0.0670380781136224
"11",31,1988,0.160111562159488,0.147456362090486,0.0252520057165441,0.467088133096695,0.070023113823673,0.201077760186818,0.0159483868937563,-0.133227893707998,-0.0113186659979953,-0.0197752311649019
"12",31,1989,0.207382702909962,0.114537411237167,0.0947464921648976,0.440675258636475,0.243864242810764,0.154426422804384,0.0712233150646419,0.00870998291527719,0.00491930692174228,0.00956135103971027
"13",31,1990,0.356530004605809,0.328336219538361,0.0357613985279725,0.494733363389969,0.283156189226517,0.173847632948978,0.086371472090999,0.0341406437499469,0.0280409900164111,0.194952599308904
"14",31,1991,0.360138942468067,0.392449227095938,-0.0369766227423362,0.481499135494232,0.0865198924539363,0.127574357111469,-0.0288626373730555,-0.0465659637058218,0.0388071248861051,0.077253822613972
"15",31,1992,0.261338094494845,0.266063373495764,-0.0221809548182169,0.484633564949036,0.305578288416282,0.153254350132873,0.0335468372915031,0.00478973241156183,0.0446166420729989,-0.00967380878094104
"16",31,1993,0.457673095688939,0.365581594073573,0.0870081905362221,0.459810525178909,0.215154833536968,0.171742459856673,0.0666088925281986,-0.0121550465663477,0.0652025320596277,0.0924981626383123
"17",31,1994,0.289114500938278,0.197919878705347,0.0943244371283319,0.495585650205612,0.327650900390132,0.11515175957011,0.0733998472992553,0.116271372834234,0.0364414592413904,0.127222992613733
"18",31,1995,0.291281754357163,0.259930217323854,0.0579545602332396,0.489274054765701,0.296504663260349,0.188618029012408,0.104086770751989,-0.00437928764941276,0.00824872641865897,0.244203755895669
