"","cowcode","year","expend_security_EXP","expenddefence_EXP","exp_public_order_EXP","wagessalaries_EXP","total_welfare_EXP","education_EXP","health_EXP","social_protection_EXP","housing_EXP","owelfarespend_EXP"
"1",31,1978,0.185009214703034,0.203089646887483,-0.0275376836555098,0.439555138349533,0.081955168636036,0.227457430677283,0.0165768029188706,-0.170939918757841,-0.0143360971879943,0.0246717955198751
"2",31,1979,0.104325787643219,0.025775006576126,0.0757586517451402,0.438526421785355,0.389627489572541,0.180731774172744,0.0754827142225641,0.108007683420059,0.012454787399151,-0.0267723891919498
"3",31,1980,0.232103983201908,0.226409636782861,-0.00345146943773689,0.440324455499649,0.333273842629125,0.164647263440293,0.044414009069162,0.137946125546559,0.0213716013792054,-0.0901599600218626
"4",31,1981,0.264402591262858,0.218092503104548,0.0389698009974257,0.382035255432129,0.278819514876243,0.175017538220016,0.0756958343668618,-0.013915945119484,0.0576394555660094,0.0495255641156659
"5",31,1982,0.268478042633014,0.221248203222446,0.0485883432799425,0.402529567480087,0.0475012697829292,0.0623935520506869,0.00888494850605007,-0.00419347171521844,0.00773228557423134,0.019270287791025
"6",31,1983,0.107376451791312,0.103424805207226,0.0190400145154088,0.421598374843597,0.200675862346557,0.16146020528586,0.0886035102338415,-0.0433474488077661,-0.00464349522575545,0.26132781757534
"7",31,1984,0.316754024150879,0.234230780352102,0.0741756881175897,0.50618302822113,0.243760344639808,0.127158703950034,0.0332048738659296,0.0351393189631158,0.0592428853154803,-0.00737042380865019
"8",31,1985,0.248222589116171,0.15505840524709,0.0803717105001929,0.530952394008636,0.273841501897332,0.254912410759364,0.0804855086444276,-0.0714842890616535,0.018118918996244,-0.0276273021412906
"9",31,1986,0.0358036022475606,0.0457460623820571,0.00560239006977564,0.547550439834595,0.315590924333198,0.174779242738164,0.127964768481759,0.06191088203256,-0.0440254637076171,0.17218511023178
"10",31,1987,0.148481279913947,0.123147404160918,0.0345660833122694,0.51981508731842,0.218800771101205,0.205871388201745,0.0492848561580609,-0.0276047155031074,-0.0137542175966396,0.0785258339404535
"11",31,1988,0.237309960927917,0.214688460225185,0.0312882622022469,0.467088133096695,0.214020404636632,0.0926682019902287,0.0694165502670135,0.0798702023278625,-0.0537687310592829,-0.015110694202379
"12",31,1989,0.306337813042719,0.281663671497419,0.0279704364298788,0.440675258636475,0.341338490443769,0.208944453812447,0.0435129910269749,-0.00453161806364709,0.06946555211718,0.124285606500212
