"","cowcode","year","expend_security_EXP","expenddefence_EXP","exp_public_order_EXP","wagessalaries_EXP","total_welfare_EXP","education_EXP","health_EXP","social_protection_EXP","housing_EXP","owelfarespend_EXP"
"1",31,1978,0.193343582837355,0.123272441564963,0.0658287230055992,0.439555138349533,0.311223549724572,0.229893361461849,0.0373484598270902,0.0148611924445724,0.0393929553194794,0.014399638872523
"2",31,1979,0.203057574491328,0.132577676066258,0.079078237473069,0.438526421785355,0.247163766301269,0.0937128079830154,0.0449763229787929,0.0956698945436049,0.0150654332178009,0.0798650999308242
"3",31,1980,0.444456471610914,0.377409131815907,0.0836531806975035,0.440324455499649,0.112942804001021,0.104396804169085,0.0508670345273419,-0.0693843107346448,0.0100332447584468,0.0967780173166116
"4",31,1981,0.212351278583127,0.187232930530044,0.0215765400380839,0.382035255432129,0.177326134213012,0.126792504962755,0.0496639181535132,0.0293448661569279,0.0230027673600131,0.0851147665056053
"5",31,1982,0.276322840181856,0.158400442309945,0.130012407322505,0.402529567480087,0.278793433216708,0.173894558382715,0.0383903010928228,0.0556820028491938,0.00477571543577331,0.0155944354839805
"6",31,1983,0.268244223373919,0.223141756379116,0.0618472385326015,0.421598374843597,-0.0229478806088299,0.082117540924573,0.0362712080259897,-0.142950144405852,0.0152031505847526,0.093498780752369
"7",31,1984,0.0598344824627908,0.0369398591917891,0.0153056830321835,0.50618302822113,0.263986140581018,0.0832401945542555,0.0828111533063313,0.0834638817372538,0.0563533319207033,0.0858966501450757
"8",31,1985,0.257224680303102,0.212494016521468,0.0740615452060253,0.530952394008636,0.346132531311969,0.174351811344326,0.108045875681009,0.0194494536852393,0.0496543482978644,0.233841175528636
"9",31,1986,0.230538921049735,0.245615373436164,0.018438367804435,0.547550439834595,0.233460540170951,0.127685744508241,0.05014434370892,0.0572787607242107,0.0342695451238606,0.0448121713622806
"10",31,1987,0.214019809427379,0.185405043223638,0.0182954583293241,0.51981508731842,0.258210336511001,0.12546325719082,0.0256652709611664,0.122815084113072,0.00813072350004908,-0.0432332688564923
"11",31,1988,0.164760442390636,0.194223630555441,0.00314489633874297,0.467088133096695,0.172577071612129,0.0934617964998907,0.0670351634932649,-0.00687794501115525,0.0559220407833943,0.080920433445515
"12",31,1989,0.282475489417643,0.239008785733917,0.0508643112118912,0.440675258636475,0.210252654063325,0.126928229344436,0.0930952171697016,-0.101099238827183,0.0333506547608402,0.230692610152108
"13",31,1990,0.141587031913861,0.163942421245142,-0.0134806247229922,0.494733363389969,0.0612904119121997,0.107906556526925,0.0167107016714414,-0.0826494840108856,0.00145285453276065,-0.0561885773580885
"14",31,1991,0.102901591254541,0.0754564412747636,0.0272280204047882,0.481499135494232,0.142956148967815,0.169379866170069,0.0470543829333126,0.000144813655428871,-0.0592037014881179,-0.0605356619353954
"15",31,1992,0.404092481523235,0.344023551930031,0.0745683017361118,0.484633564949036,0.074498628043842,0.0916090640940919,0.0523731344598678,-0.0133852274883232,0.0336768629778012,0.133485607578952
"16",31,1993,0.19100614915573,0.177476346019925,0.0161471307639485,0.459810525178909,0.167121767815003,0.198793220771323,0.0403109691363858,-0.0954502631947625,0.00754140698477597,-0.00194731015316844
"17",31,1994,0.349767027331595,0.326915236685142,0.0413078019964615,0.495585650205612,0.178843159119763,0.160897409972749,0.0388484785299682,-0.00205664246229074,-0.00819001723711109,0.0695780087825469
"18",31,1995,0.330264022903704,0.321381781760022,0.0573433610597801,0.489274054765701,0.235127263321086,0.0652751980870865,0.0711257812077012,0.179023188684171,0.0120640489492261,0.100076832973747
"19",31,1996,0.206434669081633,0.199167859387544,0.0239191871085646,0.445170760154724,0.183927607295135,0.111649642472797,0.0598163133639522,-0.0351666048584816,0.0235958786975844,0.0968311417627111
