"","expend_security","expenddefence","exp_public_order","wagessalaries","subpentrans","pensions","total_welfare","education","health","social_protection","housing","owelfarespend","sum","cowcode","year"
"2322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,360,1983
"2323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,360,1984
"2324",1.21e+10,1.21e+10,NA,3.68e+10,NA,4.36e+10,9.71e+10,NA,NA,NA,NA,9.71e+10,2.988e+11,360,1985
"2325",1.21e+10,1.21e+10,NA,3.09e+10,NA,4.43e+10,1.027e+11,NA,NA,NA,NA,1.027e+11,3.048e+11,360,1986
"2326",1.15e+10,1.15e+10,NA,2.88e+10,NA,4.57e+10,1.023e+11,NA,NA,NA,NA,1.023e+11,3.021e+11,360,1987
"2327",1.15e+10,1.15e+10,NA,3.11e+10,NA,4.62e+10,1.051e+11,NA,NA,NA,NA,1.051e+11,3.105e+11,360,1988
"2328",1.17e+10,1.17e+10,NA,3.22e+10,NA,5.29e+10,1.085e+11,NA,NA,NA,NA,1.085e+11,3.255e+11,360,1989
"2329",3.5e+10,3e+10,5e+09,6.1e+10,NA,NA,1.57e+11,2.6e+10,2.5e+10,9.2e+10,1.4e+10,NA,4.45e+11,360,1990
"2330",1.01e+11,7.8e+10,2.3e+10,1.7e+11,NA,NA,3.96e+11,7.8e+10,7.3e+10,2.16e+11,2.9e+10,NA,1.164e+12,360,1991
"2331",2.64e+11,1.96e+11,6.8e+10,4.53e+11,NA,NA,1.095e+12,2.17e+11,1.97e+11,5.61e+11,1.2e+11,NA,3.171e+12,360,1992
"2332",6.7e+07,4.2e+07,2.5e+07,1.33e+08,NA,NA,3.35e+08,6.4e+07,5.5e+07,1.81e+08,3.5e+07,NA,9.37e+08,360,1993
"2333",1.98e+08,1.19e+08,7.9e+07,3.24e+08,NA,NA,8.47e+08,1.55e+08,1.53e+08,4.5e+08,8.9e+07,NA,2.414e+09,360,1994
"2334",2.64e+08,1.53e+08,1.11e+08,4.69e+08,NA,NA,1.274e+09,2.47e+08,2.08e+08,6.73e+08,1.46e+08,NA,3.545e+09,360,1995
"2335",3.67e+08,2.06e+08,1.61e+08,6.57e+08,NA,NA,1.867e+09,3.88e+08,3.03e+08,9.68e+08,2.08e+08,NA,5.125e+09,360,1996
"2336",8.74e+08,5.88e+08,2.86e+08,1.234e+09,NA,NA,4.33e+09,8.26e+08,6.42e+08,2.418e+09,4.44e+08,NA,1.1642e+10,360,1997
"2337",1.397e+09,8.49e+08,5.48e+08,1.867e+09,NA,NA,6.871e+09,1.215e+09,1.105e+09,3.931e+09,6.2e+08,NA,1.8403e+10,360,1998
"2338",1.604e+09,8.42e+08,7.62e+08,2.626e+09,NA,NA,1.0341e+10,1.637e+09,1.893e+09,5.88e+09,9.31e+08,NA,2.6516e+10,360,1999
"2339",2.927e+09,1.32e+09,1.607e+09,4.389e+09,NA,NA,1.4899e+10,2.499e+09,3.095e+09,7.789e+09,1.516e+09,NA,4.0041e+10,360,2000
"2340",3.842e+09,1.795e+09,2.047e+09,5.817e+09,NA,NA,2.1973e+10,3.705e+09,4.632e+09,1.1418e+10,2.218e+09,NA,5.7447e+10,360,2001
"2341",4.828e+09,2.204e+09,2.624e+09,7.356e+09,NA,NA,2.8271e+10,4.796e+09,5.719e+09,1.4955e+10,2.801e+09,NA,7.3554e+10,360,2002
"2342",6.023e+09,2.646e+09,3.377e+09,9.089e+09,NA,NA,3.5652e+10,5.804e+09,7.258e+09,1.8164e+10,4.426e+09,NA,9.2439e+10,360,2003
"2343",7.787e+09,3.42e+09,4.367e+09,1.1761e+10,NA,NA,4.3269e+10,7.153e+09,8.028e+09,2.3643e+10,4.445e+09,NA,1.13873e+11,360,2004
"2344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,360,2005
"2345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,360,2006
"2346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1946
"2347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1947
"2348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1948
"2349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1949
"2350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1950
"2351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1951
"2352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1952
"2353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1953
"2354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1954
"2355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1955
"2356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1956
"2357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1957
"2358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1958
"2359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1959
"2360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1960
"2361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1961
"2362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1962
"2363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1963
"2364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1964
"2365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1965
"2366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1966
"2367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1967
"2368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1968
"2369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1969
"2370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1970
"2371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1971
"2372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1972
"2373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1973
"2374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1974
"2375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1975
"2376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1976
"2377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1977
"2378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1978
"2379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1979
"2380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1980
"2381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1981
"2382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1982
"2383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1983
"2384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1984
"2385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1985
"2386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1986
"2387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1987
"2388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1988
"2389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1989
"2390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1990
"2391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,1991
"2392",4.113e+11,4.113e+11,NA,NA,NA,NA,2.856e+11,NA,2.9e+10,2.566e+11,NA,NA,1.3938e+12,365,1992
"2393",7.1e+12,7.1e+12,NA,NA,NA,NA,2.1e+12,1.3e+12,5e+11,3e+11,NA,NA,1.84e+13,365,1993
"2394",2.8e+10,2.8e+10,NA,NA,NA,NA,8.8e+09,5.5e+09,2.3e+09,1e+09,NA,NA,7.36e+10,365,1994
"2395",4.76e+10,4.76e+10,NA,NA,NA,NA,1.83e+10,8.6e+09,5.9e+09,3.8e+09,NA,NA,1.318e+11,365,1995
"2396",6.39e+10,6.39e+10,NA,NA,NA,NA,2.96e+10,1.14e+10,8.3e+09,9.9e+09,NA,NA,1.87e+11,365,1996
"2397",8e+10,8e+10,NA,NA,NA,NA,5.2e+10,1.4e+10,1.5e+10,2.3e+10,NA,NA,2.64e+11,365,1997
"2398",6.1e+10,6.1e+10,NA,NA,NA,NA,6.4e+10,1.4e+10,1.3e+10,3.7e+10,NA,NA,2.5e+11,365,1998
"2399",1.16e+11,1.16e+11,NA,NA,NA,NA,8.8e+10,2.1e+10,1.8e+10,4.9e+10,NA,NA,4.08e+11,365,1999
"2400",2.16e+11,1.39e+11,7.7e+10,NA,NA,NA,8.9e+10,2.8e+10,1.2e+10,4.9e+10,0,NA,6.1e+11,365,2000
"2401",3.33e+11,2.08e+11,1.25e+11,NA,NA,NA,1.59e+11,4.6e+10,1.9e+10,9.4e+10,0,NA,9.84e+11,365,2001
"2402",4.23e+11,2.57e+11,1.66e+11,NA,NA,NA,5.22e+11,7.1e+10,2.8e+10,4.23e+11,0,NA,1.89e+12,365,2002
"2403",5.5e+11,3.3e+11,2.2e+11,NA,NA,NA,2.47e+11,8.9e+10,3.5e+10,1.23e+11,0,NA,1.594e+12,365,2003
"2404",6.84e+11,3.97e+11,2.87e+11,NA,NA,NA,2.96e+11,1.11e+11,4.5e+10,1.4e+11,0,NA,1.96e+12,365,2004
"2405",9.65e+11,5.44e+11,4.21e+11,NA,NA,NA,4.08e+11,1.52e+11,8.3e+10,1.67e+11,6e+09,NA,2.746e+12,365,2005
"2406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,365,2006
"2407",NA,NA,NA,NA,NA,4.8e+07,NA,NA,NA,NA,NA,NA,4.8e+07,366,1991
"2408",NA,NA,NA,NA,NA,6.76e+08,NA,NA,NA,NA,NA,NA,6.76e+08,366,1992
"2409",NA,NA,NA,1.586e+09,NA,1.44e+09,NA,NA,NA,NA,NA,NA,3.026e+09,366,1993
"2410",NA,NA,NA,3.191e+09,NA,1.97e+09,NA,NA,NA,NA,NA,NA,5.161e+09,366,1994
"2411",NA,NA,NA,4.237e+09,NA,2.908e+09,NA,NA,NA,NA,NA,NA,7.145e+09,366,1995
"2412",NA,NA,NA,4.932e+09,NA,3.964e+09,NA,NA,NA,NA,NA,NA,8.896e+09,366,1996
"2413",NA,NA,NA,5.308e+09,NA,4.628e+09,NA,NA,NA,NA,NA,NA,9.936e+09,366,1997
"2414",NA,NA,NA,5.647e+09,NA,5.2e+09,NA,NA,NA,NA,NA,NA,1.0847e+10,366,1998
"2415",NA,NA,NA,6.752e+09,NA,6.425e+09,NA,NA,NA,NA,NA,NA,1.3177e+10,366,1999
"2416",NA,NA,NA,7.085e+09,NA,6.445e+09,NA,NA,NA,NA,NA,NA,1.353e+10,366,2000
"2417",NA,NA,NA,7.355e+09,NA,6.61e+09,NA,NA,NA,NA,NA,NA,1.3965e+10,366,2001
"2418",NA,NA,NA,8.346e+09,NA,7.279e+09,NA,NA,NA,NA,NA,NA,1.5625e+10,366,2002
"2419",NA,NA,NA,1.0117e+10,NA,8.294e+09,NA,NA,NA,NA,NA,NA,1.8411e+10,366,2003
"2420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,366,2004
"2421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,366,2005
"2422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,366,2006
"2423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,369,1991
"2424",1.1e+11,1.1e+11,NA,NA,NA,NA,4.7e+11,2.4e+11,1.9e+11,NA,NA,4e+10,1.16e+12,369,1992
"2425",3e+12,3e+12,NA,NA,NA,NA,1.3e+13,6e+12,6e+12,NA,NA,1e+12,3.2e+13,369,1993
"2426",2.12e+08,2.12e+08,NA,NA,NA,NA,1.289e+09,6.22e+08,5.55e+08,NA,NA,1.12e+08,3.002e+09,369,1994
"2427",1.033e+09,1.033e+09,NA,NA,NA,NA,5.468e+09,2.932e+09,2.536e+09,NA,NA,NA,1.3002e+10,369,1995
"2428",1.262e+09,1.262e+09,NA,NA,NA,NA,1.8507e+10,3.961e+09,3.126e+09,1.142e+10,NA,NA,3.9538e+10,369,1996
"2429",1.485e+09,1.485e+09,NA,NA,NA,NA,2.3243e+10,4.959e+09,3.912e+09,1.384e+10,5.32e+08,NA,4.9456e+10,369,1997
"2430",2.989e+09,1.573e+09,1.416e+09,NA,NA,NA,2.4571e+10,3.634e+09,3.041e+09,1.6347e+10,1.549e+09,NA,5.512e+10,369,1998
"2431",3.236e+09,1.709e+09,1.527e+09,NA,NA,NA,2.8551e+10,3.725e+09,3.25e+09,2.02e+10,1.376e+09,NA,6.3574e+10,369,1999
"2432",5.141e+09,2.504e+09,2.637e+09,NA,NA,NA,3.6056e+10,5.843e+09,4.251e+09,2.4581e+10,1.381e+09,NA,8.2394e+10,369,2000
"2433",7.054e+09,3.337e+09,3.717e+09,NA,NA,NA,4.524e+10,7.798e+09,5.403e+09,3.0293e+10,1.746e+09,NA,1.04588e+11,369,2001
"2434",7.826e+09,3.395e+09,4.431e+09,NA,NA,NA,5.5725e+10,1.0544e+10,7.117e+09,3.6716e+10,1.348e+09,NA,1.27102e+11,369,2002
"2435",NA,NA,NA,2.0319e+10,NA,2.4453e+10,NA,NA,NA,NA,NA,NA,4.4772e+10,369,2003
"2436",NA,NA,NA,2.5597e+10,NA,4.181e+10,NA,NA,NA,NA,NA,NA,6.7407e+10,369,2004
"2437",NA,NA,NA,3.3294e+10,NA,7.262e+10,NA,NA,NA,NA,NA,NA,1.05914e+11,369,2005
"2438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,369,2006
"2439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,370,1991
"2440",2e+09,2e+09,NA,NA,NA,NA,1.7e+10,NA,NA,9e+09,NA,8e+09,3.8e+10,370,1992
"2441",2.6e+10,2.6e+10,NA,NA,NA,NA,2.21e+11,NA,NA,1.17e+11,NA,1.04e+11,4.94e+11,370,1993
"2442",9.25083e+11,6.0788e+11,3.17203e+11,8.67594e+11,NA,NA,4.95673e+12,1.35571e+12,9.4186e+11,2.02585e+12,6.33307e+11,NA,1.2631217e+13,370,1994
"2443",4.19572e+12,1.93468e+12,2.26103e+12,7.20137e+12,NA,NA,2.84625e+13,6.65171e+12,5.82628e+12,1.30555e+13,2.92892e+12,NA,7.251771e+13,370,1995
"2444",5.243e+12,2.264e+12,2.979e+12,1.5274e+13,NA,NA,4.4614e+13,1.1688e+13,9.013e+12,1.9872e+13,4.041e+12,NA,1.14988e+14,370,1996
"2445",6.08499e+12,6.08e+12,4.985e+09,2.8438e+13,NA,NA,9.3441e+13,2.6283e+13,1.9913e+13,3.6592e+13,1.0653e+13,NA,2.27489975e+14,370,1997
"2446",1.8338e+13,9.837e+12,8.501e+12,5.4389e+13,NA,NA,1.68328e+14,4.761e+13,3.2218e+13,7.0887e+13,1.7613e+13,NA,4.27721e+14,370,1998
"2447",8.0536e+13,3.8741e+13,4.1795e+13,2.21065e+14,NA,NA,6.95959e+14,1.85708e+14,1.42702e+14,2.86161e+14,8.1388e+13,NA,1.774055e+15,370,1999
"2448",2.46414e+11,1.15248e+11,1.31166e+11,6.96699e+11,NA,NA,2.15973e+12,5.62129e+11,4.22567e+11,9.26407e+11,2.48631e+11,NA,5.508991e+12,370,2000
"2449",5.17e+11,1.84e+11,3.33e+11,1.266e+12,NA,NA,2.682e+12,1.11e+12,8.73e+11,2.49e+11,4.5e+11,NA,7.664e+12,370,2001
"2450",7.21e+11,2.6e+11,4.61e+11,2.061e+12,NA,NA,4.063e+12,1.738e+12,1.27e+12,4.43e+11,6.12e+11,NA,1.1629e+13,370,2002
"2451",1.033e+12,3.77e+11,6.56e+11,2.848e+12,NA,NA,5.605e+12,2.352e+12,1.692e+12,6.15e+11,9.46e+11,NA,1.6124e+13,370,2003
"2452",1.393e+12,4.72e+11,9.21e+11,3.88e+12,NA,NA,7.256e+12,3.02e+12,2.24e+12,8.21e+11,1.175e+12,NA,2.1178e+13,370,2004
"2453",1.96e+12,6.98e+11,1.262e+12,5.29e+12,NA,NA,9.988e+12,4.06e+12,3.183e+12,1.396e+12,1.349e+12,NA,2.9186e+13,370,2005
"2454",2.718e+12,9.99e+11,1.719e+12,6.528e+12,NA,NA,1.213e+13,4.788e+12,3.528e+12,2.14e+12,1.674e+12,NA,3.6224e+13,370,2006
"2455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,371,1991
"2456",NA,NA,NA,5.315e+09,NA,1.435e+09,NA,NA,NA,NA,NA,NA,6.75e+09,371,1992
"2457",NA,NA,NA,2.93e+08,NA,1.03e+08,3.77e+08,2.13e+08,1.64e+08,NA,NA,NA,1.15e+09,371,1993
"2458",NA,NA,NA,3.443e+09,NA,8.02e+08,NA,NA,NA,NA,NA,NA,4.245e+09,371,1994
"2459",NA,NA,NA,1.3528e+10,NA,3.608e+09,NA,NA,NA,NA,NA,NA,1.7136e+10,371,1995
"2460",NA,NA,NA,1.8983e+10,NA,4.923e+09,NA,NA,NA,NA,NA,NA,2.3906e+10,371,1996
"2461",4.25e+10,3.14e+10,1.11e+10,2.15e+10,NA,3.2e+09,4.18e+10,1.37e+10,9.5e+09,1.26e+10,NA,6e+09,1.933e+11,371,1997
"2462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,371,1998
"2463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,371,1999
"2464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,371,2000
"2465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,371,2001
"2466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,371,2002
"2467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,371,2003
"2468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,371,2004
"2469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,371,2005
"2470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,371,2006
"2471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,372,1991
"2472",3.5e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5e+09,372,1992
"2473",2.224e+11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.224e+11,372,1993
"2474",NA,NA,NA,1.1e+07,NA,NA,NA,NA,NA,NA,NA,NA,1.1e+07,372,1994
"2475",NA,NA,NA,59500000,NA,NA,NA,NA,NA,NA,NA,NA,59500000,372,1995
"2476",NA,NA,NA,103700000,NA,NA,NA,NA,NA,NA,NA,NA,103700000,372,1996
"2477",NA,NA,NA,155500000,NA,NA,NA,NA,NA,NA,NA,NA,155500000,372,1997
"2478",NA,NA,NA,176700000,NA,NA,NA,NA,NA,NA,NA,NA,176700000,372,1998
"2479",NA,NA,NA,190800000,NA,NA,NA,NA,NA,NA,NA,NA,190800000,372,1999
"2480",NA,NA,NA,180100000,NA,NA,NA,NA,NA,NA,NA,NA,180100000,372,2000
"2481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,372,2001
"2482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,372,2002
"2483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,372,2003
"2484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,372,2004
"2485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,372,2005
"2486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,372,2006
"2487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,373,1991
"2488",1.6e+09,1.6e+09,NA,NA,NA,1.3e+09,NA,NA,NA,NA,NA,NA,4.5e+09,373,1992
"2489",NA,NA,NA,NA,NA,1.27e+10,NA,NA,NA,NA,NA,NA,1.27e+10,373,1993
"2490",NA,NA,NA,8.6e+10,NA,7.4e+10,NA,NA,NA,NA,NA,NA,1.6e+11,373,1994
"2491",NA,NA,NA,3.9e+11,NA,1.95e+11,NA,NA,NA,NA,NA,NA,5.85e+11,373,1995
"2492",NA,NA,NA,4.83e+11,NA,3.66e+11,NA,NA,NA,NA,NA,NA,8.49e+11,373,1996
"2493",6.08e+11,3.53e+11,2.55e+11,7.01e+11,NA,4.6e+10,1.371e+12,5.64e+11,1.94e+11,5.24e+11,8.9e+10,NA,4.705e+12,373,1997
"2494",6.63e+11,3.88e+11,2.75e+11,8.11e+11,NA,7.9e+10,1.413e+12,5.7e+11,1.56e+11,6.17e+11,7e+10,NA,5.042e+12,373,1998
"2495",7.79e+11,4.36e+11,3.43e+11,9.56e+11,NA,7.5e+10,1.653e+12,7.9e+11,1.86e+11,6.06e+11,7.1e+10,NA,5.895e+12,373,1999
"2496",8.57e+11,4.85e+11,3.72e+11,1.09e+12,NA,8.1e+10,1.901e+12,9.06e+11,2.04e+11,6.97e+11,9.4e+10,NA,6.687e+12,373,2000
"2497",9.59e+11,5.32e+11,4.27e+11,1.187e+12,NA,1.02e+11,1.953e+12,9.28e+11,2.1e+11,7.31e+11,8.4e+10,NA,7.113e+12,373,2001
"2498",1.077e+12,6.05e+11,4.72e+11,1.278e+12,NA,1.2e+11,2.227e+12,9.52e+11,2.24e+11,9.51e+11,1e+11,NA,8.006e+12,373,2002
"2499",1.282e+12,6.79e+11,6.03e+11,1.579e+12,NA,1.41e+11,2.664e+12,1.17e+12,2.77e+11,1.07e+12,1.47e+11,NA,9.612e+12,373,2003
"2500",1.714e+12,9.03e+11,8.11e+11,2.117e+12,NA,1.88e+11,3.279e+12,1.541e+12,3.96e+11,1.192e+12,1.5e+11,NA,1.2291e+13,373,2004
"2501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,373,2005
"2502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,373,2006
"2503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,402,1975
"2504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,402,1976
"2505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,402,1977
"2506",1.04e+08,87500000,16500000,NA,NA,NA,179700000,102900000,NA,NA,18200000,58600000,567400000,402,1978
"2507",113500000,94700000,18800000,NA,NA,NA,209100000,127300000,NA,NA,19300000,62500000,645200000,402,1979
"2508",1.57e+08,132200000,24800000,NA,NA,NA,266400000,159400000,NA,NA,24600000,82400000,846800000,402,1980
"2509",194600000,94800000,99800000,440600000,NA,NA,295200000,170500000,NA,NA,25300000,99400000,1420200000,402,1981
"2510",252800000,119700000,133100000,5.16e+08,NA,NA,3.65e+08,211900000,NA,NA,26900000,126200000,1751600000,402,1982
"2511",307800000,139700000,168100000,571800000,NA,NA,4.1e+08,228900000,NA,NA,27500000,153600000,2007400000,402,1983
"2512",312700000,NA,NA,9.27e+08,NA,NA,498600000,290700000,NA,NA,36400000,171500000,2236900000,402,1984
"2513",311400000,NA,NA,9.67e+08,NA,NA,5.37e+08,320900000,NA,NA,42400000,173700000,2352400000,402,1985
"2514",357100000,NA,NA,1.219e+09,NA,NA,5.96e+08,322200000,NA,NA,38600000,235200000,2768100000,402,1986
"2515",360400000,NA,NA,1.4e+09,NA,NA,754400000,424600000,NA,NA,43200000,286600000,3269200000,402,1987
"2516",3.78e+08,3.78e+08,NA,1.261e+09,NA,NA,7.13e+08,4.56e+08,2.57e+08,NA,NA,NA,3.443e+09,402,1988
"2517",4.36e+08,4.36e+08,NA,1.628e+09,NA,NA,9.41e+08,5.98e+08,3.43e+08,NA,NA,NA,4.382e+09,402,1989
"2518",4.6e+08,4.6e+08,NA,1.745e+09,NA,NA,9.82e+08,6.31e+08,3.51e+08,NA,NA,NA,4.629e+09,402,1990
"2519",2.28e+08,2.28e+08,NA,2.154e+09,NA,NA,1.318e+09,8.41e+08,4.77e+08,NA,NA,NA,5.246e+09,402,1991
"2520",2.3e+08,2.3e+08,NA,2.364e+09,NA,NA,1.415e+09,9.8e+08,4.35e+08,NA,NA,NA,5.654e+09,402,1992
"2521",2.2e+08,2.2e+08,NA,3.195e+09,NA,NA,1.934e+09,1.36e+09,5.74e+08,NA,NA,NA,7.503e+09,402,1993
"2522",2.81e+08,2.81e+08,NA,3.396e+09,NA,NA,NA,NA,NA,NA,NA,NA,3.958e+09,402,1994
"2523",4.77e+08,4.77e+08,NA,3.949e+09,NA,NA,NA,NA,NA,NA,NA,NA,4.903e+09,402,1995
"2524",3.52e+08,3.52e+08,NA,4.284e+09,NA,NA,NA,NA,NA,NA,NA,NA,4.988e+09,402,1996
"2525",3.82e+08,3.82e+08,NA,4.5e+09,NA,NA,2.232e+09,1.511e+09,7.21e+08,NA,NA,NA,9.728e+09,402,1997
"2526",4.43e+08,4.43e+08,NA,4.9e+09,NA,NA,2.582e+09,1.81e+09,7.72e+08,NA,NA,NA,1.095e+10,402,1998
"2527",NA,NA,NA,6e+09,NA,NA,2.9e+09,2.079e+09,8.21e+08,NA,NA,NA,1.18e+10,402,1999
"2528",NA,NA,NA,6.4e+09,NA,NA,3.149e+09,2.206e+09,9.43e+08,NA,NA,NA,1.2698e+10,402,2000
"2529",NA,NA,NA,6.6e+09,NA,NA,3.618e+09,2.544e+09,1.074e+09,NA,NA,NA,1.3836e+10,402,2001
"2530",NA,NA,NA,7.1e+09,NA,NA,NA,NA,NA,NA,NA,NA,7.1e+09,402,2002
"2531",NA,NA,NA,9.4e+09,NA,NA,NA,NA,NA,NA,NA,NA,9.4e+09,402,2003
"2532",NA,NA,NA,9.8e+09,NA,NA,NA,NA,NA,NA,NA,NA,9.8e+09,402,2004
"2533",NA,NA,NA,1.07e+10,NA,NA,NA,NA,NA,NA,NA,NA,1.07e+10,402,2005
"2534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,402,2006
"2535",14800000,3500000,11300000,NA,NA,NA,83100000,33100000,41300000,8700000,NA,NA,195800000,403,1975
"2536",22900000,10300000,12600000,NA,NA,NA,125300000,47500000,51500000,26300000,NA,NA,296400000,403,1976
"2537",NA,NA,NA,NA,NA,NA,87500000,41900000,31100000,NA,NA,14500000,1.75e+08,403,1977
"2538",NA,NA,NA,NA,NA,NA,1.09e+08,43700000,50500000,NA,NA,14800000,2.18e+08,403,1978
"2539",NA,NA,NA,NA,NA,NA,143500000,21600000,75400000,NA,NA,46500000,2.87e+08,403,1979
"2540",NA,NA,NA,NA,NA,NA,276100000,103200000,159500000,NA,NA,13400000,552200000,403,1980
"2541",NA,NA,NA,211300000,NA,NA,NA,NA,NA,NA,NA,NA,211300000,403,1981
